Card ID,Name,Game,Render Type,Card Size,Cycle,Found In,Acquisition,Flavor,Slot,Transforms Into,Traits,Attack Dice,Precision,Power,Defensive Statistics,Backside text,Asterisk Effect,AB for Parsing,Ability Box Literal,Secrets,FAQ,Errata
"BJ0845, BJ0846",Isokratos Limiter,Odyssey,Gear,Mini American,Cycle II,,Crafting,Endowment of our human nature raises us above mere animality and enables us to live the civilized life,Support,,"Argotech, Augment, @HeadGear",,,,,,,"$Fate $Discard {Solace}. $Fate $Exhaust When you are about to gain @Rage from an effect other than your Attack, ignore this gain. %Danger 7+% $Fate $Exhaust When the Primordial is about to Escalate from a Response, ignore this Escalation",,,,
"BJ0847, BJ0848",Asklepios Node,Odyssey,Gear,Mini American,Cycle II,,Crafting,Strength is subjective. Health is not,Support,,"Argotech, Augment",,,,,,,Ignore the {The Strong Eat} Trait. %Danger 7+% $Fate $Discard {Second Chance},,,,
"BJ0849, BJ0850",Lethe Guard,Odyssey,Gear,Mini American,Cycle II,,Crafting,So that the tales of your legendary exploits may continue,Support,,"Argotech, Cloth, Sheath, Flammable",,,,,,,"Cannot be involuntarily exhausted. $Fate $Exhaust Ignore an involuntary exhaust of a Weapon. <Reaction> $Fate $Exhaust {Reflex}. %Danger 7+% When you are about to involuntarily, permanently lose a Weapon, you may lose this card instead",,,,
BJ0851,Covenant,Odyssey,Gear,Mini American,Cycle II,,Crafting,"A bond of brotherhood, forged not in iron or blood, but in trust",Support,,"Argotech, Tenet, Augment, Metal",,,,,,,Unique. +1 Courage. +1 Will. $Fate $Exhaust Lower adjacent Titan's @Danger by half (rounding up). Gain that many @Danger. $Fate $Exhaust Lower your @Danger by half (rounding up). An Adjacent Titan gains that many @Danger. %Danger 5+% You may use this card's abilities as @Reaction,,,,
"BJ0852, BJ0853",Temple Camo,Odyssey,Gear,Mini American,Cycle II,,Crafting,Hidden in plain sight,Support,,"Stone, Argotech, Camo",,,,1 Red,,,-1 @Speed. You cannot {Jump} or {Vault}. $Fate $Exhaust <Start of Battle> Move up to 4 spaces and {Hide}. $Fate $Exhaust {Hide}. %Danger 6+% <Reaction> $Discard Discard 1 Ambrosia token,,,,
"BJ0854, BJ0855",Medusa Extract,Odyssey,Gear,Mini American,Cycle II,,Crafting,Ambrosia mixed with medusa powder produces a highly potent neutralizing agent,Support,,"Mythical, Potion",,,,,,,$Fate $Exhaust {Superior Stanch} (@Ambrosia). %Danger 5+% <Reaction> $Discard Discard 1 Ambrosia token,,,,
"BJ0856, BJ0857",Ambrostilts,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Stilts training takes time, but increases mobility in heavily contaminated areas",Support,,"Argotech, Wood, Sandals, Flammable",,,,,,,Ignore the Ambrosia gain from Ambrosia Terrain tiles. %Danger 7+% <Reaction> $Discard Discard 1 Ambrosia token,,,,
BJ0858,Pyramidion,Odyssey,Gear,Mini American,Cycle II,Secret Deck 05,"Crit Loot, Other","After each night, dawnbreak. At the end of every tunnel, light",2 Hands,,"Slabsword, Club, Stone, Alive, Labyrinth, Primordial",2,+0,1 Black. +1 Red,,,,"Unique. {Evolving}. {Opening 1}. <Start of Battle> Gain the [Dread|AL0299] Condition card. When you gain negative Precision tokens, you may gain the [Fear|AL0299] (1 token) or [Dread|AL0299] (2 tokens) Conditon card instead. <Crit Miss> Place a Labyrinth tile under your Titan, [Knockdown]. %Danger 7+% If you would die from an Instant Death effect of a Judgement, draw an Obol instead",,,,
BJ0859,Pyrasklepios,Odyssey,Gear,Mini American,Cycle II,Secret Deck 05,Other,"From fear, bravery. From despair, hope everlasting",3 Hands,,"Lance, Stone, Primordial, Alive, Labyrinth",2,+1,1 Black. +1 Red. +1 Power,,,,"Unique. Evolved. {Reach 2}. {Opening 2}. <Start of Battle> You may gain the [Dread|AL0299] Condition card. <Wound> You may change 1 negative Precision or Evasion token into a positive one, or lose @Danger equal to the wounded BP's level. When you resolve the _Face Your Fear_ effect of a [Fear|AL0299] or [Dread|AL0299] Condition card, gain +1 additional positive Precision token. %Danger 5+% If you would die from an Instant Death effect of a Judgemnt, draw an Obol instead",,,,
"BJ0860, BJ0861",Longinus,Odyssey,Gear,Mini American,Cycle II,,Crafting,,2 Hands,Pseudomidion,"Spear, Primordial, Labyrinth, Flammable",2,+3,1 Red,,,,$Fate {Transform}. {Reach 3}. {Pull 1}. {Opening 1}. %Danger 6+% {Reposition 1},,,,
"BJ0860, BJ0861",Pseudomidion,Odyssey,Gear,Mini American,Cycle II,,Crafting,,2 Hands,Longinus,"Spear, Stone, Primordial, Labyrinth",3,+1,1 Red,,,,$Fate {Transform}. {Reposition 1}. {Break 1}. %Danger 5+% {Break 2} instead,,,,
"BJ0862, BJ0863",Mazed Cestus,Odyssey,Gear,Mini American,Cycle II,,Crafting,"The tangled, yet perfectly symmetrical shape of these maze fragments produces an interesting injury pattern",2 Hands,,"Stone, Primordial, Labyrinth, Cestus",3,+2,1 Red. Danger 7+ +1 Red,,,,"{Daze}. {Pushback 1}. {Break 1}. $Fate $Fate $Exhaust {Block 1}. %Danger 6+% When you break a Combo, place 2 Opening tokens in the Kratos Pool",,,,
"BJ0864, BJ0865",Scale Chakram,Odyssey,Gear,Mini American,Cycle II,,Crafting,A carefully carved Temenos scale has surprising aeordynamic capabilities,1 Hand,,"Stone, Primordial, Labyrinth, Discus",1,+1,"1 Red, 1 Black",,,,"{Ranged 2-4}. {Opening 2}. {Cumbersome}. %Labyrinth 2+% If you are adjacent to the Primordial, loses Ranged and gains the _Club_ Trait. %Danger 5+% {Auto-break 1}",,,,
"BJ0866, BJ0867",Mazechute,Odyssey,Gear,Mini American,Cycle II,,Crafting,Another happy landing,Support,,"Primordial, Labyrinth, Artifact",,,,,,,"$Fate $Discard {Lifeline}. After you use {Lifeline}, place an L Labyrinth under your Titan and suffer [Knockdown|AL0299]. %Danger 7+% When this card causes you to suffer [Knockdown|AL0299], you may immediately {Stand up} and move up to 2 spaces",,,,
BJ0900,Spartan War Axe,Odyssey,Gear,Mini American,Cycle II,,Crafting,A Cyclopean tool of trade remade into a weapon of war,3 Hands,,"Iron, Metal, Axe",2,+0,"1 Hit 1 Black. 2 Hits 1 Black, 1 White. +1 Power",,,,Unique. {Break 2}. {Cumbersome}. {Commit}. <Full Miss> Place 2 Break tokens in the Kratos Pool. $Fate <Wound> {BP Suppress}. %Ambrosia 2+% {Deadly}. %Danger 7+% {Rouse 1},,,,
BJ0868,Mazegma,Odyssey,Gear,Mini American,Cycle II,,Crafting,These cubes seem to be the key to activating the reality shifting abilities of maze flesh,Support,,"Primordial, Labyrinth, Artifact",,,,,,,Unique. You have +1 Precision for each adjacent Titan. You may treat your @Danger as 2 higher for the purpose of @Danger Gate abilities of your Labyrinth @Gear cards. %Labyrinth 3+% $Fate $Exhaust {Superior Stanch} (@Ambrosia),,,,
"BJ0869, BJ0870",Stonewall,Odyssey,Gear,Mini American,Cycle II,,Crafting,This piece of contracted Temenos flesh has been conditioned to decompress on command,Support,,"Primordial, Labyrinth, Artifact",,,,,,,{Inspire 1}. <Reaction> $Fate $Exhaust Other Titans treat you as an indestructible obstacle until the end of this Round. %Danger 7+% This card's ability extends to spaces adjacent to you,,,,
"BJ0871, BJ0872",Eviscerators,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Refurbished blades of some ancient giant race, Cyclopes perhaps",2 Hands,,"Metal, Iron, Knife",4,+1,1 Red,,,,"$Fate $Fate {Precise}. {Reposition 3}. {Opening X}, where X is the number of @d10 you hit with. %Danger 8+% {Deadly}",,,,
"BJ0873, BJ0874",Chain Whip,Odyssey,Gear,Mini American,Cycle II,,Crafting,Argo Works have successfully adapted the Cyclonus chains for Titan use,1 Hand,,"Metal, Iron, Whip",2,+0,2 Red,,,,{Reach 2}. {Provoke}. {Pull 2}. {Opening 1}. %Danger 6+% {Auto-break 2}. %Danger 8+% {Spotlight},,,,
"BJ0875, BJ0876",Fireboat,Odyssey,Gear,Mini American,Cycle II,,Crafting,Practical application of the sea fire technology of the Symmachy,1 Hand,,"Wood, Fire, Club, Flammable",1,+0,"1 Black, 1 White",,,,{Overbreak 2}. {Fire 3}. {Perishable},,,,
"BJ0877, BJ0878",Stone Relief Armor,Odyssey,Gear,Mini American,Cycle II,,Crafting,The gods are finally protecting the people,Armor,,"Stone, Relief",,,,1 Black,,,$Fate {Reinforce 1}. $Fate $Fate $Exhaust {Rocksteady}. %Danger 7+% {Armor Re-roll 2},,,,
"BJ0879, BJ0880",Great Breaker,Odyssey,Gear,Mini American,Cycle II,,Crafting,A cumbersome shield made from the bas-relief of some pitiful Olympian,1 Hand,,"Stone, Relief, Shield",1,-1,"2 Red, 1 Black. Danger 7+ +1 Red",1 Black. Danger 7+ +1 Red,,,-1 @Speed. {Daze}. <Reaction> $Fate $Exhaust {Self Combo Breaker: 2 spaces},,,,
"BJ0881, BJ0882",Relief Cestus,Odyssey,Gear,Mini American,Cycle II,,Crafting,Dead gods can leave a lasting impression,2 Hands,,"Relief, Cestus, Stone",4,+0,1 Red,,,,"{Auto-break 1}. {Break 1}. {Elation 1}. %Danger 5+% When you break a Combo, place 2 Break tokens in the Kratos Pool",,,,
"BJ0883, BJ0884",Metasword,Odyssey,Gear,Mini American,Cycle II,,Crafting,,2 Hands,Metabow,"Metal, Smelted, Argotech, Sword",1,+1,3 Red. Danger 7+ +1 Power,,,,$Fate {Transform}. {Auto-break 2}. {Fire 1},,,,
"BJ0883, BJ0884",Metabow,Odyssey,Gear,Mini American,Cycle II,,Crafting,,2 Hands,Metasword,"Wood, Smelted, Argotech, Bow, Flammable",2,+1,1 Black,,,,{Commit}. $Fate {Transform}. {Ranged 4-6}. {Opening 1}. {Cumbersome}. %Danger 6+% {Opening 1},,,,
"BJ0885, BJ0886",Vaulting Rope,Odyssey,Gear,Mini American,Cycle II,,Crafting,"An iteration of the old hook and rope concept, allowing for some rapid manoeuvers",Support,,"Hook, Rope, Flammable, Argotech",,,,,,,$Fate {Vault}. %Danger 7+% You may use {Vault} on this card as a @Reaction,,,,
"BJ0887, BJ0888",Watchtower Pauldron,Odyssey,Gear,Mini American,Cycle II,,Crafting,Tests show a Titan operates more efficiently with a mortal component,Armor,,"Stone, Argotech, Warriors",,,,1 Reroll. 1 Red,,,"Gain +1 @Power against Prisoners! BP cards and ignore their Wound Responses. When you are about to suffer a Warriors effect, roll a Dice. %On 7+%, ignore it. $Fate $Exhaust When you are about to perform a Scouting test, add +2. %Danger 5+% {Reinforce 1}",,,,
"BJ0889, BJ0890",Siegetower Pauldron,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Ranks of the Pauldron Vanguard, the elite unit fighting alongside the Titans, are swelling rapidly",Armor,,"Stone, Argotech, Warriors",,,,1 Black,,,"Gain +1 @Power against Prisoners! BP cards and ignore their Wound Responses. When you are about to suffer a Warriors effect, roll a Dice. %On 8+%, ignore it. $Fate $Exhaust When you are about to perform a Treasure or Scouting test, add +1. %Danger 5+% <Reaction> $Fate $Discard When adjacent to the Primordial, break any Combo",,,,
"BJ0891, BJ0892, BJ0893",Iapetus Lifesaver,Odyssey,Gear,Mini American,Cycle II,,Crafting,Iapetus continues to be the Titan's patron,Support,,"Argotech, Augment, Helm",,,,,,,<Reaction> $Fate $Exhaust {Advanced Reflex},,,,
"BJ0894, BJ0895",Boost Kothornos,Odyssey,Gear,Mini American,Cycle II,,Crafting,An ingenious Argo mechanism that enhances the natural ablities of the Titans,Support,,"Leather, Argotech, Flammable, Sandals",,,,,,,$Fate {Jump}. $ComplicatedAction $Fate {Rush}. %Danger 5+% {Advanced Jump} instead,,,,
"BJ0896, BJ0897",Achillean Hectors,Odyssey,Gear,Mini American,Cycle II,,Crafting,Combat footwear allowing Titans to go toe to toe with the more trained Primordials,Support,,"Leather, Argotech, Flammable, Sandals",,,,,,,"{Tumble}. <Reaction> $Fate $Exhaust {Combo Breaker: 4 spaces}. %Danger 5+% When you break a Combo, place 1 Opening token in the Kratos Pool",,,,
"BJ0898, BJ0899",Control Module,Odyssey,Gear,Mini American,Cycle II,,Crafting,An Antikratos Helm system that enhances the Titan's inherent reactions,Support,,"Argotech, Augment",,,,,,,Cannot be involuntarily exhausted. <Reaction> $Fate $Exhaust Unexhaust any 1 @Gear. %Danger 7+% <Reaction> $Fate $Exhaust Unexhaust any 2 @Gear,,,,
BJ0901,Heavy Spear,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Poorly balanced, but still deadly, modelled by Spartans on an old Hyperborean design",2 Hands,,"Iron, Metal, Spear",2,-1,1 Red. +2 Red,,,,Unique. {Reach 2}. {Opening 2}. $Fate $Fate {Heartseeker}. {Cumbersome}. %Danger 5+% {Opening 1},,,,
BJ0902,Spartan Kopis,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Sparta seemingly renounced all gods, yet its seat of power is called a Temple",1 Hand,,"Iron, Metal, Knife",2,+1,1 Red. +1 Black,,,,"Unique. {Elation 1}. {Auto-break 1}. {Sacrifice}. <Reaction> Immediately {Pushback 2}. %Danger 2+% When you use {Sacrifice}, you may gain additional +2 @Danger to gain +1 @RedPowerDie for this Attack",,,,
BJ0903,Gastraphetes,Odyssey,Gear,Mini American,Cycle II,,Crafting,This naval siege weapon just got a new lease on life,2 Hands,,"Wood, Iron, Flammable, Bow",2,+1,1 Black. Danger 7+ +1 Power,,,,Unique. {Auto-break 2}. {Fire 1}. {Ranged 4-7}. {Cumbersome}. {Commit}. $Fate <Wound> {BP Suppress},,,,
BJ0904,Carver Kopis,Odyssey,Gear,Mini American,Cycle II,,Crafting,A tool of a master sculptor,1 Hand,,"Stone, Cyclopean, Knife",2,+2,1 Red. +1 Black,,,,"Unique. {Masterwork}. {Carving} 2. {Break 1}. {Sacrifice}. %Danger 1+% When you use {Sacrifice}, you may gain additional +1 @Danger to place 2 Break tokens instead",,,,
BJ0905,Cyclopean Khopesh,Odyssey,Gear,Mini American,Cycle II,,Crafting,"A relatively crude weapon, from the Cyclopes's barbaric period",2 Hands,,"Iron, Metal, Cyclopean, Khopesh",2,-2,1 Red. +1 Black. +1 Power,,,,Unique,,,,
BJ0906,Cyclopean Linothorax,Odyssey,Gear,Mini American,Cycle II,,Crafting,With a few modifications this ancient armor fits a Titan like a glove,Armor,,"Cyclopean, Cloth, Flammable, Armor",,,,+1 Evasion,,,Unique. {Masterwork}. {Ambrosia Limit +1}. <Reaction> $Fate $Exhaust {Combo Breaker: 3 spaces}. %Danger 7+% Fate $Discard {Second Chance},,,,
BJ0907,Cyclopean Knives,Odyssey,Gear,Mini American,Cycle II,,Crafting,"An excavated ceremonial weapon, from the Cyclope's barbaric period",2 Hands,,"Stone, Cyclopean, Knife",4,+1,1 Red,,,,Unique. {Masterwork}. {Vault}. {Opening 2}. <Full Hit> {Precise}. %Danger 4+% {Opening 1},,,,
BJ0908,Cyclopean Visor,Odyssey,Gear,Mini American,Cycle II,,Crafting,Knowledge without hope breeds only fatalism and indolence,Support,,"Cyclopean, Augment, Helm",,,,+1 Evasion. 2 Energy,,,"Unique. Treat all Primordial Attacks performed against you as Doomed. $Fate $Energy {Scry: Guess the AT value of the top BP card and then look at it}. If you guessed correctly, leave the card on top. If you didn't, gain @Danger equal to this BP's level and put it at the bottom of the deck",,,,
BJ0909,Cyclopean Totem,Odyssey,Gear,Mini American,Cycle II,,Crafting,It is said the Cyclopes were cursed with the knowledge of the moment of their own death,Support,,"Cyclopean, Artifact",,,,,,,"Unique. {Ambrosia Limit +1}. $Fate $Fate $Discard When you are about to die from an Instant Death effect, draw an Obol instead. You may treat your @Danger as 2 higher for the purpose of DangerGate abilities of your Cyclopean @Gear cards. %Danger 5+% <Crit Evade> Place 2 Break or 2 Opening tokens in the Kratos Pool",,,,
BJ0910,Cyclopean Forge Hammer,Odyssey,Gear,Mini American,Cycle II,,Crafting,"A symbol of the Cyclopes's once great gift to create, not destroy",3 Hands,,"Iron, Metal, Cyclopean, Hammer, Club",1,+0,"1 White, 1 Black",,,,Unique. {Masterwork}. {Fire 2}. {Auto-break 2}. {Daze}. {Cumbersome}. {Commit}. <Crit Miss> Cyclopes: Diplomacy -1. %Danger 6+% {Power Re-roll 2},,,,
"BJ0911, BJ0912",Impact Armor,Odyssey,Gear,Mini American,Cycle II,,Crafting,Designed to soften the blunt blows of a Cyclonus,Armor,,"Bronze, Cloth, Flammable, Armor",,,,+1 Evasion,,,{Knockback Reduction 1}. {Pushback Reduction 1}. $Fate $Exhaust {Rocksteady}. %Danger 7+% {Knockback Reduction 1}. {Pushback Reduction 1}. ,You may reduce suffered Knockbacks and Pushbacks by 1. Fate Exhaust Rocksteady. Danger 7+ You may reduce suffered Knockbacks and Pushbacks by 2 instead,,,
"BJ0913, BJ0914",Collision Shield,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Made from two bronze plates and a layer of inert ambrosia, it can absorb extreme impacts",1 Hand,,"Bronze, Metal, Ambrosia, Primordial, Shield",3,+2,1 Red,2 Reroll,,,{Daze}. {Knockback Reduction 1}. {Pushback Reduction 1}. $Fate $Exhaust {Block 1}. %Danger 8+% $Fate $Exhaust {Stalwart},Daze. You may reduce suffered Knockbacks and Pushbacks by 1. Fate Exhaust Block 1. Danger 8+ Fate Exhaust Stalwart,,,
"BJ0915, BJ0916",Ladder Buckler,Odyssey,Gear,Mini American,Cycle II,,Crafting,,1 Hand,Ladder Mode,"Wood, Argotech, Flammable, Shield",3,+1,1 Red,2 Reroll,,,"$Fate {Transform}. <Reaction> $Fate $Exhaust {Reflex}. After you resolve a Trauma Draw, you may immediately {Pushback 1}. %Danger 8+% <Crit Evade> Place 2 Break or 2 Opening tokens in the Kratos Pool",,,,
"BJ0915, BJ0916",Ladder Mode,Odyssey,Gear,Mini American,Cycle II,,Crafting,,1 Hand,Ladder Buckler,"Wood, Argotech, Flammable, Ladder",,,,,,,$Fate {Transform}. Add +4 to Climb tests. $Fate $Exhaust {Jump}. %Danger 8+% <Reaction> {Transform},,,,
"BJ0917, BJ0918",Ambramat Armor,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Made from easily dispensible leather straps, this armor halts ambrosia infection spread",Armor,,"Leather, Oil, Argotech",,,,2 Red,,,{Ambrosia Limit 5}. $Fate $Exhaust {Superior Stanch} (@Ambrosia). %Danger 6+% {Ambrosia Limit 6},Ambrosia Limit 5. Fate Exhaust {Superior Stanch} (@Ambrosia). Danger 6+ Ambrosia Limit 6 instead,,,
"BJ0919, BJ0920",Muck Armor,Odyssey,Gear,Mini American,Cycle II,,Crafting,Armor made form a transplanted much virus strain,Armor,,"Mud, Ambrosia",,,,1 Red,,,"{Ambrosia Limit 5}. If you are on an Ambrosia Terrain tile, you gain +1 @Evasion. You can perform Armor Rolls to lower @Danger from the {Digestive Acids} Trait. %Ambrosia 2+% Your @RedArmorDie becomes @BlackArmorDie. %Danger 8+% <Crit Evade> Discard 1 Ambrosia token",,,,
"BJ0921, BJ0922",Needle Sword,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Based on a strange design found in the Last Tome, this weapon requires finesse to use",1 Hand,,"Iron, Metal, Sword",1,+2,2 Black. Danger 6+ +1 Power,,,,"$Fate $Fate {Precise}. {Opening 2}. {Power Re-roll 1}. <Reaction> $Fate $Exhaust {Self Combo Breaker: 2 spaces}. %Danger 7+% When attacking a BP III card with a Death Blow Crit effect, gain +1 @Power",,,,
"BJ0923, BJ0924",Vaulting Spear,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Obscure Last Tome design, deceloped for canal warfare",1 Hand,,"Iron, Metal, Argotech, Pole, Spear",3,+2,1 Red. +1 Red,,,,<Reaction> $Fate $Exhaust {Advanced Reflex},,,,
"BJ0925, BJ0926",Katarus,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Pinnacle of war engineering, incorporating cestus and katar designs",2 Hands,,"Iron, Metal, Knife, Cestus",3,+1,1 Red. Full Hit +1 Black,,,,{Auto-break 1}. {Opening 1}. {Overbreak 1}. $Fate $Fate {Heartseeker}. %Danger 6+% {Diversion},,,,
BJ0927,Maulmace,Odyssey,Gear,Mini American,Cycle II,,Crafting,With this refashioned weapon you can simulate the heavy duty way of fighting of a Cyclonus,1 Hand,,"Primordial, Abyss, Club",1,+0,2 Black. +1 Power,,,,Unique. {Auto-break 1}. {Overbreak 2}. {Daze}. {Armor-piercing}. <Crit Miss> Gain +1 @Rage and immediately fully miss the Attack. %Danger 5+% {Overbreak 1},Unique. Auto-break 1. Overbreak 2. Daze. Armor-piercing. Crit Miss: Gain +1 Rage and immediately fully miss the Attack. Danger 5+ Overbreak 3 instead,,,
"BJ0928, BJ0929",Boom Spear,Odyssey,Gear,Mini American,Cycle II,,Crafting,,2 Hands,Boom Pole,"Fire, Argotech, Club",1,-1,2 Black. +1 Power. Danger 8+ +1 Power,,,,"$Fate {Transform}. {Reach 2}. {Auto-break 2}. {Fire 2}. $Fate $Exhaust When performing a Power Roll, gain {Armor-piercing}",,,,
"BJ0928, BJ0929",Boom Pole,Odyssey,Gear,Mini American,Cycle II,,Crafting,,2 Hands,Boom Spear,"Fire, Argotech, Pole, Spear",1,+0,2 Black. +1 Power,,,,"$Fate {Transform}. $Fate {Jump}. $Fate $Exhaust Before the Power Roll, if the BP card has a Response that creates a VP, immediately perform a Climb test, adding +2 to the result. %Danger 6+% Add +4 to the Climb test instead",,,,
"BJ0930, BJ0931",Dragon Bellow,Odyssey,Gear,Mini American,Cycle II,,Crafting,A repurposed sea fire thrower shows the Symmachy's devastating weapon can be somewhat controlled,2 Hands,,"Fire, Argotech, Flamethrower",3,+0,1 Red. +1 Power Icon. Full Hit +1 Red,,,,{Ranged 2-3}. {Fire 2}. {Opening 1}. {Armor-piercing}. {Cumbersome}. Ignore the {Metamorphosis} Trait. {Commit}. <Crit Miss> Gain +2 @Danger. %Danger 5+% {Opening 1} ,,,,
"BJ0932, BJ0933",Grand Ramaxe,Odyssey,Gear,Mini American,Cycle II,,Crafting,"Made of the grandest war trireme, tempered in Primordial blood",3 Hands,,"Iron, Metal, Club, Axe",3,-1,"1 Hit 1 Red, 1 Black. 2 Hits 1 Red, 2 Black. 3 Hits 1 Red, 1 Black, 1 White. +1 Power",,,,{Daze}. {Break 3}. {Armor-piercing}. {Cumbersome}. {Commit}. <Full Miss> Place 2 Break tokens in the Kratos Pool. %Danger 5+% {Rouse 1},,,,
